temperature,response,response_time,question,correct_answer,category
0.0,100000,1.34,What is the place value of the 7 in the number 567986?,"7,000",mathematical_numerical
0.1,100000,0.591,What is the place value of the 7 in the number 567986?,"7,000",mathematical_numerical
0.2,100000,1.032,What is the place value of the 7 in the number 567986?,"7,000",mathematical_numerical
0.3,100000,0.903,What is the place value of the 7 in the number 567986?,"7,000",mathematical_numerical
0.4,7,0.58,What is the place value of the 7 in the number 567986?,"7,000",mathematical_numerical
0.5,0.0,1.002,What is the place value of the 7 in the number 567986?,"7,000",mathematical_numerical
0.6,7,1.064,What is the place value of the 7 in the number 567986?,"7,000",mathematical_numerical
0.7,0.7,0.961,What is the place value of the 7 in the number 567986?,"7,000",mathematical_numerical
0.8,100000,2.091,What is the place value of the 7 in the number 567986?,"7,000",mathematical_numerical
0.9,9,0.558,What is the place value of the 7 in the number 567986?,"7,000",mathematical_numerical
1.0,100000,5.551,What is the place value of the 7 in the number 567986?,"7,000",mathematical_numerical
