temperature,response,response_time,question,correct_answer,category
0.0,37,7.044,"What is the next number of the sequence 11, 14, 19, 26, ____?",35,mathematical_numerical
0.1,37,0.884,"What is the next number of the sequence 11, 14, 19, 26, ____?",35,mathematical_numerical
0.2,35,1.277,"What is the next number of the sequence 11, 14, 19, 26, ____?",35,mathematical_numerical
0.3,37,1.36,"What is the next number of the sequence 11, 14, 19, 26, ____?",35,mathematical_numerical
0.4,37,0.639,"What is the next number of the sequence 11, 14, 19, 26, ____?",35,mathematical_numerical
0.5,37,0.883,"What is the next number of the sequence 11, 14, 19, 26, ____?",35,mathematical_numerical
0.6,37,5.731,"What is the next number of the sequence 11, 14, 19, 26, ____?",35,mathematical_numerical
0.7,1,0.974,"What is the next number of the sequence 11, 14, 19, 26, ____?",35,mathematical_numerical
0.8,35,1.004,"What is the next number of the sequence 11, 14, 19, 26, ____?",35,mathematical_numerical
0.9,5.4,1.375,"What is the next number of the sequence 11, 14, 19, 26, ____?",35,mathematical_numerical
1.0,1,1.443,"What is the next number of the sequence 11, 14, 19, 26, ____?",35,mathematical_numerical
