temperature,response,response_time,question,correct_answer,category
0.0,35,1.344,"What is the next number of the sequence 11, 14, 19, 26, ____?",35,mathematical_numerical
0.1,35,2.764,"What is the next number of the sequence 11, 14, 19, 26, ____?",35,mathematical_numerical
0.2,35,1.193,"What is the next number of the sequence 11, 14, 19, 26, ____?",35,mathematical_numerical
0.3,35,1.993,"What is the next number of the sequence 11, 14, 19, 26, ____?",35,mathematical_numerical
0.4,35,1.671,"What is the next number of the sequence 11, 14, 19, 26, ____?",35,mathematical_numerical
0.5,35,1.473,"What is the next number of the sequence 11, 14, 19, 26, ____?",35,mathematical_numerical
0.6,35,1.88,"What is the next number of the sequence 11, 14, 19, 26, ____?",35,mathematical_numerical
0.7,35,2.647,"What is the next number of the sequence 11, 14, 19, 26, ____?",35,mathematical_numerical
0.8,35,1.628,"What is the next number of the sequence 11, 14, 19, 26, ____?",35,mathematical_numerical
0.9,35,1.426,"What is the next number of the sequence 11, 14, 19, 26, ____?",35,mathematical_numerical
1.0,35,2.624,"What is the next number of the sequence 11, 14, 19, 26, ____?",35,mathematical_numerical
