temperature,response,response_time,question,correct_answer,category
0.0,180.0,2.215,"What is the missing number in the series 200, 190, ___, 170, 160?",180,mathematical_numerical
0.1,180.0,1.457,"What is the missing number in the series 200, 190, ___, 170, 160?",180,mathematical_numerical
0.2,180.0,4.95,"What is the missing number in the series 200, 190, ___, 170, 160?",180,mathematical_numerical
0.3,180.0,1.164,"What is the missing number in the series 200, 190, ___, 170, 160?",180,mathematical_numerical
0.4,180.0,1.098,"What is the missing number in the series 200, 190, ___, 170, 160?",180,mathematical_numerical
0.5,-10.0,1.294,"What is the missing number in the series 200, 190, ___, 170, 160?",180,mathematical_numerical
0.6,180.0,2.521,"What is the missing number in the series 200, 190, ___, 170, 160?",180,mathematical_numerical
0.7,180.0,1.641,"What is the missing number in the series 200, 190, ___, 170, 160?",180,mathematical_numerical
0.8,42.5,4.932,"What is the missing number in the series 200, 190, ___, 170, 160?",180,mathematical_numerical
0.9,180,4.005,"What is the missing number in the series 200, 190, ___, 170, 160?",180,mathematical_numerical
1.0,-5.0,1.817,"What is the missing number in the series 200, 190, ___, 170, 160?",180,mathematical_numerical
