temperature,response,response_time,question,correct_answer,category
0.0,6.0,0.757,"What is the missing number in the series 1, 2, 4, __, 8, 10?",6,mathematical_numerical
0.1,6.0,0.985,"What is the missing number in the series 1, 2, 4, __, 8, 10?",6,mathematical_numerical
0.2,6.0,0.784,"What is the missing number in the series 1, 2, 4, __, 8, 10?",6,mathematical_numerical
0.3,6.0,0.543,"What is the missing number in the series 1, 2, 4, __, 8, 10?",6,mathematical_numerical
0.4,6,1.048,"What is the missing number in the series 1, 2, 4, __, 8, 10?",6,mathematical_numerical
0.5,6.0,0.814,"What is the missing number in the series 1, 2, 4, __, 8, 10?",6,mathematical_numerical
0.6,6.0,0.996,"What is the missing number in the series 1, 2, 4, __, 8, 10?",6,mathematical_numerical
0.7,6.0,1.219,"What is the missing number in the series 1, 2, 4, __, 8, 10?",6,mathematical_numerical
0.8,6.0,0.576,"What is the missing number in the series 1, 2, 4, __, 8, 10?",6,mathematical_numerical
0.9,6.0,0.519,"What is the missing number in the series 1, 2, 4, __, 8, 10?",6,mathematical_numerical
1.0,1.00,0.92,"What is the missing number in the series 1, 2, 4, __, 8, 10?",6,mathematical_numerical
