temperature,response,response_time,question,correct_answer,category
0.0,,3.895,"A metal rod expands by 0.02 cm for every 15 Celsius rise in temperature. If the rod is 2 meters long, how much will it expand when the temperature rises from 15 Celsius to 85 Celsius?",0.93 cm,mathematical_text
0.1,,0.911,"A metal rod expands by 0.02 cm for every 15 Celsius rise in temperature. If the rod is 2 meters long, how much will it expand when the temperature rises from 15 Celsius to 85 Celsius?",0.93 cm,mathematical_text
0.2,0.8,0.949,"A metal rod expands by 0.02 cm for every 15 Celsius rise in temperature. If the rod is 2 meters long, how much will it expand when the temperature rises from 15 Celsius to 85 Celsius?",0.93 cm,mathematical_text
0.3,,0.459,"A metal rod expands by 0.02 cm for every 15 Celsius rise in temperature. If the rod is 2 meters long, how much will it expand when the temperature rises from 15 Celsius to 85 Celsius?",0.93 cm,mathematical_text
0.4,0.8,0.421,"A metal rod expands by 0.02 cm for every 15 Celsius rise in temperature. If the rod is 2 meters long, how much will it expand when the temperature rises from 15 Celsius to 85 Celsius?",0.93 cm,mathematical_text
0.5,0.8,10.718,"A metal rod expands by 0.02 cm for every 15 Celsius rise in temperature. If the rod is 2 meters long, how much will it expand when the temperature rises from 15 Celsius to 85 Celsius?",0.93 cm,mathematical_text
0.6,2.67,0.478,"A metal rod expands by 0.02 cm for every 15 Celsius rise in temperature. If the rod is 2 meters long, how much will it expand when the temperature rises from 15 Celsius to 85 Celsius?",0.93 cm,mathematical_text
0.7,58.4,0.94,"A metal rod expands by 0.02 cm for every 15 Celsius rise in temperature. If the rod is 2 meters long, how much will it expand when the temperature rises from 15 Celsius to 85 Celsius?",0.93 cm,mathematical_text
0.8,6 \end{array}$$,0.465,"A metal rod expands by 0.02 cm for every 15 Celsius rise in temperature. If the rod is 2 meters long, how much will it expand when the temperature rises from 15 Celsius to 85 Celsius?",0.93 cm,mathematical_text
0.9,,1.026,"A metal rod expands by 0.02 cm for every 15 Celsius rise in temperature. If the rod is 2 meters long, how much will it expand when the temperature rises from 15 Celsius to 85 Celsius?",0.93 cm,mathematical_text
1.0,$0.8$,0.442,"A metal rod expands by 0.02 cm for every 15 Celsius rise in temperature. If the rod is 2 meters long, how much will it expand when the temperature rises from 15 Celsius to 85 Celsius?",0.93 cm,mathematical_text
