temperature,response,response_time,question,correct_answer,category
0.0,9 10 12,0.988,The sum of the squares of three consecutive integers is 365. What are the integers?,"10, 11, 12",mathematical_text
0.1,9 10 12,0.952,The sum of the squares of three consecutive integers is 365. What are the integers?,"10, 11, 12",mathematical_text
0.2,9 10 12,0.467,The sum of the squares of three consecutive integers is 365. What are the integers?,"10, 11, 12",mathematical_text
0.3,9 10 12,0.515,The sum of the squares of three consecutive integers is 365. What are the integers?,"10, 11, 12",mathematical_text
0.4,9 10 12,2.581,The sum of the squares of three consecutive integers is 365. What are the integers?,"10, 11, 12",mathematical_text
0.5,7 8 9,1.024,The sum of the squares of three consecutive integers is 365. What are the integers?,"10, 11, 12",mathematical_text
0.6,2 5 12,1.203,The sum of the squares of three consecutive integers is 365. What are the integers?,"10, 11, 12",mathematical_text
0.7,,0.453,The sum of the squares of three consecutive integers is 365. What are the integers?,"10, 11, 12",mathematical_text
0.8,,2.702,The sum of the squares of three consecutive integers is 365. What are the integers?,"10, 11, 12",mathematical_text
0.9,9 10 12,3.603,The sum of the squares of three consecutive integers is 365. What are the integers?,"10, 11, 12",mathematical_text
1.0,9,0.497,The sum of the squares of three consecutive integers is 365. What are the integers?,"10, 11, 12",mathematical_text
