temperature,response,response_time,question,correct_answer,category
0.0,3.6,0.956,Two workers can complete a job in 8 hours when working together. Worker A alone would take 12 hours to complete the job. How long would Worker B alone take to complete it?,24 h,mathematical_text
0.1,3.75,0.435,Two workers can complete a job in 8 hours when working together. Worker A alone would take 12 hours to complete the job. How long would Worker B alone take to complete it?,24 h,mathematical_text
0.2,3.0,1.239,Two workers can complete a job in 8 hours when working together. Worker A alone would take 12 hours to complete the job. How long would Worker B alone take to complete it?,24 h,mathematical_text
0.3,4,0.97,Two workers can complete a job in 8 hours when working together. Worker A alone would take 12 hours to complete the job. How long would Worker B alone take to complete it?,24 h,mathematical_text
0.4,3.75,0.431,Two workers can complete a job in 8 hours when working together. Worker A alone would take 12 hours to complete the job. How long would Worker B alone take to complete it?,24 h,mathematical_text
0.5,4,0.427,Two workers can complete a job in 8 hours when working together. Worker A alone would take 12 hours to complete the job. How long would Worker B alone take to complete it?,24 h,mathematical_text
0.6,,0.455,Two workers can complete a job in 8 hours when working together. Worker A alone would take 12 hours to complete the job. How long would Worker B alone take to complete it?,24 h,mathematical_text
0.7,24.0,0.44,Two workers can complete a job in 8 hours when working together. Worker A alone would take 12 hours to complete the job. How long would Worker B alone take to complete it?,24 h,mathematical_text
0.8,3.5,0.405,Two workers can complete a job in 8 hours when working together. Worker A alone would take 12 hours to complete the job. How long would Worker B alone take to complete it?,24 h,mathematical_text
0.9,13,0.934,Two workers can complete a job in 8 hours when working together. Worker A alone would take 12 hours to complete the job. How long would Worker B alone take to complete it?,24 h,mathematical_text
1.0,3.77,0.975,Two workers can complete a job in 8 hours when working together. Worker A alone would take 12 hours to complete the job. How long would Worker B alone take to complete it?,24 h,mathematical_text
