temperature,response,response_time,question,correct_answer,category
0.0,20,1.289,"A cylindrical tank with a diameter of 15 meters and a height of 30 meters is filled with water. If water flows out at a rate of 9 cubic meters per minute, how long will it take to empty the tank?",590 minutes,mathematical_text
0.1,20,0.586,"A cylindrical tank with a diameter of 15 meters and a height of 30 meters is filled with water. If water flows out at a rate of 9 cubic meters per minute, how long will it take to empty the tank?",590 minutes,mathematical_text
0.2,20,1.903,"A cylindrical tank with a diameter of 15 meters and a height of 30 meters is filled with water. If water flows out at a rate of 9 cubic meters per minute, how long will it take to empty the tank?",590 minutes,mathematical_text
0.3,200,0.984,"A cylindrical tank with a diameter of 15 meters and a height of 30 meters is filled with water. If water flows out at a rate of 9 cubic meters per minute, how long will it take to empty the tank?",590 minutes,mathematical_text
0.4,20.0,0.952,"A cylindrical tank with a diameter of 15 meters and a height of 30 meters is filled with water. If water flows out at a rate of 9 cubic meters per minute, how long will it take to empty the tank?",590 minutes,mathematical_text
0.5,333.33,1.045,"A cylindrical tank with a diameter of 15 meters and a height of 30 meters is filled with water. If water flows out at a rate of 9 cubic meters per minute, how long will it take to empty the tank?",590 minutes,mathematical_text
0.6,320 minutes,0.451,"A cylindrical tank with a diameter of 15 meters and a height of 30 meters is filled with water. If water flows out at a rate of 9 cubic meters per minute, how long will it take to empty the tank?",590 minutes,mathematical_text
0.7,20,0.514,"A cylindrical tank with a diameter of 15 meters and a height of 30 meters is filled with water. If water flows out at a rate of 9 cubic meters per minute, how long will it take to empty the tank?",590 minutes,mathematical_text
0.8,2400,0.966,"A cylindrical tank with a diameter of 15 meters and a height of 30 meters is filled with water. If water flows out at a rate of 9 cubic meters per minute, how long will it take to empty the tank?",590 minutes,mathematical_text
0.9,20,1.033,"A cylindrical tank with a diameter of 15 meters and a height of 30 meters is filled with water. If water flows out at a rate of 9 cubic meters per minute, how long will it take to empty the tank?",590 minutes,mathematical_text
1.0,21920                ),0.451,"A cylindrical tank with a diameter of 15 meters and a height of 30 meters is filled with water. If water flows out at a rate of 9 cubic meters per minute, how long will it take to empty the tank?",590 minutes,mathematical_text
